index,generated_node_name,cell_id,x,y,z,cell_type,cell_type_distribution_weight,cell_type_distribution_probability,color_r,color_g,color_b,color_a,target_node_name,target_geometry_name,marker_shape,source_api_url,source_file_url,source_scene_node
10,CL_0002131_Ventricular_Cardiomycoyte_00010,CL_0002131,0.0213824,0.425827,-0.0148012,Ventricular Cardiomycoyte,18375.859,0.45175152904905563,250,190,190,255,VH_F_right_ventricle,VH_F_right_ventricle,sphere,https://apps.humanatlas.io/api/v1/mesh-3d-cell-population,https://cdn.humanatlas.io/hra-kg--staging/ref-organ/heart-female/v1.3/assets/3d-vh-f-heart.glb,VH_F_right_ventricle
11,CL_0002131_Ventricular_Cardiomycoyte_00011,CL_0002131,0.0373971,0.401337,-0.0515075,Ventricular Cardiomycoyte,18375.859,0.45175152904905563,250,190,190,255,VH_F_right_ventricle,VH_F_right_ventricle,sphere,https://apps.humanatlas.io/api/v1/mesh-3d-cell-population,https://cdn.humanatlas.io/hra-kg--staging/ref-organ/heart-female/v1.3/assets/3d-vh-f-heart.glb,VH_F_right_ventricle
12,CL_0002131_Ventricular_Cardiomycoyte_00012,CL_0002131,0.0337678,0.412486,-0.0460835,Ventricular Cardiomycoyte,18375.859,0.45175152904905563,250,190,190,255,VH_F_right_ventricle,VH_F_right_ventricle,sphere,https://apps.humanatlas.io/api/v1/mesh-3d-cell-population,https://cdn.humanatlas.io/hra-kg--staging/ref-organ/heart-female/v1.3/assets/3d-vh-f-heart.glb,VH_F_right_ventricle
13,CL_0002131_Ventricular_Cardiomycoyte_00013,CL_0002131,0.049806,0.445422,-0.0263555,Ventricular Cardiomycoyte,18375.859,0.45175152904905563,250,190,190,255,VH_F_right_ventricle,VH_F_right_ventricle,sphere,https://apps.humanatlas.io/api/v1/mesh-3d-cell-population,https://cdn.humanatlas.io/hra-kg--staging/ref-organ/heart-female/v1.3/assets/3d-vh-f-heart.glb,VH_F_right_ventricle
14,CL_0002131_Ventricular_Cardiomycoyte_00014,CL_0002131,0.0244361,0.399103,-0.0241551,Ventricular Cardiomycoyte,18375.859,0.45175152904905563,250,190,190,255,VH_F_right_ventricle,VH_F_right_ventricle,sphere,https://apps.humanatlas.io/api/v1/mesh-3d-cell-population,https://cdn.humanatlas.io/hra-kg--staging/ref-organ/heart-female/v1.3/assets/3d-vh-f-heart.glb,VH_F_right_ventricle
15,CL_0002131_Ventricular_Cardiomycoyte_00015,CL_0002131,0.0110491,0.452192,-0.0249655,Ventricular Cardiomycoyte,18375.859,0.45175152904905563,250,190,190,255,VH_F_right_ventricle,VH_F_right_ventricle,sphere,https://apps.humanatlas.io/api/v1/mesh-3d-cell-population,https://cdn.humanatlas.io/hra-kg--staging/ref-organ/heart-female/v1.3/assets/3d-vh-f-heart.glb,VH_F_right_ventricle
16,CL_0002131_Ventricular_Cardiomycoyte_00016,CL_0002131,0.0237137,0.414407,-0.0117274,Ventricular Cardiomycoyte,18375.859,0.45175152904905563,250,190,190,255,VH_F_right_ventricle,VH_F_right_ventricle,sphere,https://apps.humanatlas.io/api/v1/mesh-3d-cell-population,https://cdn.humanatlas.io/hra-kg--staging/ref-organ/heart-female/v1.3/assets/3d-vh-f-heart.glb,VH_F_right_ventricle
17,CL_0002131_Ventricular_Cardiomycoyte_00017,CL_0002131,0.0373828,0.441287,-0.012153,Ventricular Cardiomycoyte,18375.859,0.45175152904905563,250,190,190,255,VH_F_right_ventricle,VH_F_right_ventricle,sphere,https://apps.humanatlas.io/api/v1/mesh-3d-cell-population,https://cdn.humanatlas.io/hra-kg--staging/ref-organ/heart-female/v1.3/assets/3d-vh-f-heart.glb,VH_F_right_ventricle
18,CL_0002131_Ventricular_Cardiomycoyte_00018,CL_0002131,0.0775786,0.395553,-0.0345289,Ventricular Cardiomycoyte,18375.859,0.45175152904905563,250,190,190,255,VH_F_right_ventricle,VH_F_right_ventricle,sphere,https://apps.humanatlas.io/api/v1/mesh-3d-cell-population,https://cdn.humanatlas.io/hra-kg--staging/ref-organ/heart-female/v1.3/assets/3d-vh-f-heart.glb,VH_F_right_ventricle
19,CL_0002131_Ventricular_Cardiomycoyte_00019,CL_0002131,0.0648366,0.431251,-0.020929,Ventricular Cardiomycoyte,18375.859,0.45175152904905563,250,190,190,255,VH_F_right_ventricle,VH_F_right_ventricle,sphere,https://apps.humanatlas.io/api/v1/mesh-3d-cell-population,https://cdn.humanatlas.io/hra-kg--staging/ref-organ/heart-female/v1.3/assets/3d-vh-f-heart.glb,VH_F_right_ventricle
20,CL_0002131_Ventricular_Cardiomycoyte_00020,CL_0002131,0.0342023,0.423707,-0.0413399,Ventricular Cardiomycoyte,18375.859,0.45175152904905563,250,190,190,255,VH_F_right_ventricle,VH_F_right_ventricle,sphere,https://apps.humanatlas.io/api/v1/mesh-3d-cell-population,https://cdn.humanatlas.io/hra-kg--staging/ref-organ/heart-female/v1.3/assets/3d-vh-f-heart.glb,VH_F_right_ventricle
21,CL_0002131_Ventricular_Cardiomycoyte_00021,CL_0002131,0.0314025,0.396795,-0.0315095,Ventricular Cardiomycoyte,18375.859,0.45175152904905563,250,190,190,255,VH_F_right_ventricle,VH_F_right_ventricle,sphere,https://apps.humanatlas.io/api/v1/mesh-3d-cell-population,https://cdn.humanatlas.io/hra-kg--staging/ref-organ/heart-female/v1.3/assets/3d-vh-f-heart.glb,VH_F_right_ventricle
22,CL_0002131_Ventricular_Cardiomycoyte_00022,CL_0002131,0.038917,0.452097,-0.0101241,Ventricular Cardiomycoyte,18375.859,0.45175152904905563,250,190,190,255,VH_F_right_ventricle,VH_F_right_ventricle,sphere,https://apps.humanatlas.io/api/v1/mesh-3d-cell-population,https://cdn.humanatlas.io/hra-kg--staging/ref-organ/heart-female/v1.3/assets/3d-vh-f-heart.glb,VH_F_right_ventricle
23,CL_0002131_Ventricular_Cardiomycoyte_00023,CL_0002131,0.0279651,0.477492,-0.0192714,Ventricular Cardiomycoyte,18375.859,0.45175152904905563,250,190,190,255,VH_F_right_ventricle,VH_F_right_ventricle,sphere,https://apps.humanatlas.io/api/v1/mesh-3d-cell-population,https://cdn.humanatlas.io/hra-kg--staging/ref-organ/heart-female/v1.3/assets/3d-vh-f-heart.glb,VH_F_right_ventricle
24,CL_0002131_Ventricular_Cardiomycoyte_00024,CL_0002131,0.0418723,0.396293,-0.0248021,Ventricular Cardiomycoyte,18375.859,0.45175152904905563,250,190,190,255,VH_F_right_ventricle,VH_F_right_ventricle,sphere,https://apps.humanatlas.io/api/v1/mesh-3d-cell-population,https://cdn.humanatlas.io/hra-kg--staging/ref-organ/heart-female/v1.3/assets/3d-vh-f-heart.glb,VH_F_right_ventricle
25,CL_0002131_Ventricular_Cardiomycoyte_00025,CL_0002131,0.0459967,0.411253,-0.0382206,Ventricular Cardiomycoyte,18375.859,0.45175152904905563,250,190,190,255,VH_F_right_ventricle,VH_F_right_ventricle,sphere,https://apps.humanatlas.io/api/v1/mesh-3d-cell-population,https://cdn.humanatlas.io/hra-kg--staging/ref-organ/heart-female/v1.3/assets/3d-vh-f-heart.glb,VH_F_right_ventricle
26,CL_0002131_Ventricular_Cardiomycoyte_00026,CL_0002131,0.0235143,0.417407,-0.0128794,Ventricular Cardiomycoyte,18375.859,0.45175152904905563,250,190,190,255,VH_F_right_ventricle,VH_F_right_ventricle,sphere,https://apps.humanatlas.io/api/v1/mesh-3d-cell-population,https://cdn.humanatlas.io/hra-kg--staging/ref-organ/heart-female/v1.3/assets/3d-vh-f-heart.glb,VH_F_right_ventricle
27,CL_0002131_Ventricular_Cardiomycoyte_00027,CL_0002131,0.0697612,0.411833,-0.0264425,Ventricular Cardiomycoyte,18375.859,0.45175152904905563,250,190,190,255,VH_F_right_ventricle,VH_F_right_ventricle,sphere,https://apps.humanatlas.io/api/v1/mesh-3d-cell-population,https://cdn.humanatlas.io/hra-kg--staging/ref-organ/heart-female/v1.3/assets/3d-vh-f-heart.glb,VH_F_right_ventricle
28,CL_0002131_Ventricular_Cardiomycoyte_00028,CL_0002131,0.0150932,0.400475,-0.0489634,Ventricular Cardiomycoyte,18375.859,0.45175152904905563,250,190,190,255,VH_F_right_ventricle,VH_F_right_ventricle,sphere,https://apps.humanatlas.io/api/v1/mesh-3d-cell-population,https://cdn.humanatlas.io/hra-kg--staging/ref-organ/heart-female/v1.3/assets/3d-vh-f-heart.glb,VH_F_right_ventricle
29,CL_0002131_Ventricular_Cardiomycoyte_00029,CL_0002131,0.0303315,0.410078,-0.0118913,Ventricular Cardiomycoyte,18375.859,0.45175152904905563,250,190,190,255,VH_F_right_ventricle,VH_F_right_ventricle,sphere,https://apps.humanatlas.io/api/v1/mesh-3d-cell-population,https://cdn.humanatlas.io/hra-kg--staging/ref-organ/heart-female/v1.3/assets/3d-vh-f-heart.glb,VH_F_right_ventricle
30,CL_0002131_Ventricular_Cardiomycoyte_00030,CL_0002131,0.0575946,0.396044,-0.0220366,Ventricular Cardiomycoyte,18375.859,0.45175152904905563,250,190,190,255,VH_F_right_ventricle,VH_F_right_ventricle,sphere,https://apps.humanatlas.io/api/v1/mesh-3d-cell-population,https://cdn.humanatlas.io/hra-kg--staging/ref-organ/heart-female/v1.3/assets/3d-vh-f-heart.glb,VH_F_right_ventricle
31,CL_0002131_Ventricular_Cardiomycoyte_00031,CL_0002131,0.0266195,0.493475,-0.043031,Ventricular Cardiomycoyte,18375.859,0.45175152904905563,250,190,190,255,VH_F_right_ventricle,VH_F_right_ventricle,sphere,https://apps.humanatlas.io/api/v1/mesh-3d-cell-population,https://cdn.humanatlas.io/hra-kg--staging/ref-organ/heart-female/v1.3/assets/3d-vh-f-heart.glb,VH_F_right_ventricle
32,CL_0002131_Ventricular_Cardiomycoyte_00032,CL_0002131,0.01595,0.444389,-0.0505799,Ventricular Cardiomycoyte,18375.859,0.45175152904905563,250,190,190,255,VH_F_right_ventricle,VH_F_right_ventricle,sphere,https://apps.humanatlas.io/api/v1/mesh-3d-cell-population,https://cdn.humanatlas.io/hra-kg--staging/ref-organ/heart-female/v1.3/assets/3d-vh-f-heart.glb,VH_F_right_ventricle
33,CL_0002131_Ventricular_Cardiomycoyte_00033,CL_0002131,0.0688786,0.397332,-0.0394695,Ventricular Cardiomycoyte,18375.859,0.45175152904905563,250,190,190,255,VH_F_right_ventricle,VH_F_right_ventricle,sphere,https://apps.humanatlas.io/api/v1/mesh-3d-cell-population,https://cdn.humanatlas.io/hra-kg--staging/ref-organ/heart-female/v1.3/assets/3d-vh-f-heart.glb,VH_F_right_ventricle
34,CL_0002131_Ventricular_Cardiomycoyte_00034,CL_0002131,0.0303182,0.397945,-0.0579364,Ventricular Cardiomycoyte,18375.859,0.45175152904905563,250,190,190,255,VH_F_right_ventricle,VH_F_right_ventricle,sphere,https://apps.humanatlas.io/api/v1/mesh-3d-cell-population,https://cdn.humanatlas.io/hra-kg--staging/ref-organ/heart-female/v1.3/assets/3d-vh-f-heart.glb,VH_F_right_ventricle
35,CL_0002131_Ventricular_Cardiomycoyte_00035,CL_0002131,0.0596047,0.43853,-0.0171128,Ventricular Cardiomycoyte,18375.859,0.45175152904905563,250,190,190,255,VH_F_right_ventricle,VH_F_right_ventricle,sphere,https://apps.humanatlas.io/api/v1/mesh-3d-cell-population,https://cdn.humanatlas.io/hra-kg--staging/ref-organ/heart-female/v1.3/assets/3d-vh-f-heart.glb,VH_F_right_ventricle
36,CL_0002131_Ventricular_Cardiomycoyte_00036,CL_0002131,0.0223533,0.402094,-0.0272006,Ventricular Cardiomycoyte,18375.859,0.45175152904905563,250,190,190,255,VH_F_right_ventricle,VH_F_right_ventricle,sphere,https://apps.humanatlas.io/api/v1/mesh-3d-cell-population,https://cdn.humanatlas.io/hra-kg--staging/ref-organ/heart-female/v1.3/assets/3d-vh-f-heart.glb,VH_F_right_ventricle
37,CL_0002131_Ventricular_Cardiomycoyte_00037,CL_0002131,0.0136851,0.399311,-0.0491661,Ventricular Cardiomycoyte,18375.859,0.45175152904905563,250,190,190,255,VH_F_right_ventricle,VH_F_right_ventricle,sphere,https://apps.humanatlas.io/api/v1/mesh-3d-cell-population,https://cdn.humanatlas.io/hra-kg--staging/ref-organ/heart-female/v1.3/assets/3d-vh-f-heart.glb,VH_F_right_ventricle
38,CL_0002131_Ventricular_Cardiomycoyte_00038,CL_0002131,0.0763525,0.396885,-0.0232622,Ventricular Cardiomycoyte,18375.859,0.45175152904905563,250,190,190,255,VH_F_right_ventricle,VH_F_right_ventricle,sphere,https://apps.humanatlas.io/api/v1/mesh-3d-cell-population,https://cdn.humanatlas.io/hra-kg--staging/ref-organ/heart-female/v1.3/assets/3d-vh-f-heart.glb,VH_F_right_ventricle
39,CL_0002131_Ventricular_Cardiomycoyte_00039,CL_0002131,0.0531693,0.440407,-0.0184954,Ventricular Cardiomycoyte,18375.859,0.45175152904905563,250,190,190,255,VH_F_right_ventricle,VH_F_right_ventricle,sphere,https://apps.humanatlas.io/api/v1/mesh-3d-cell-population,https://cdn.humanatlas.io/hra-kg--staging/ref-organ/heart-female/v1.3/assets/3d-vh-f-heart.glb,VH_F_right_ventricle
40,CL_0002131_Ventricular_Cardiomycoyte_00040,CL_0002131,0.0457639,0.402412,-0.0218246,Ventricular Cardiomycoyte,18375.859,0.45175152904905563,250,190,190,255,VH_F_right_ventricle,VH_F_right_ventricle,sphere,https://apps.humanatlas.io/api/v1/mesh-3d-cell-population,https://cdn.humanatlas.io/hra-kg--staging/ref-organ/heart-female/v1.3/assets/3d-vh-f-heart.glb,VH_F_right_ventricle
41,CL_0002131_Ventricular_Cardiomycoyte_00041,CL_0002131,0.0173679,0.410679,-0.0157815,Ventricular Cardiomycoyte,18375.859,0.45175152904905563,250,190,190,255,VH_F_right_ventricle,VH_F_right_ventricle,sphere,https://apps.humanatlas.io/api/v1/mesh-3d-cell-population,https://cdn.humanatlas.io/hra-kg--staging/ref-organ/heart-female/v1.3/assets/3d-vh-f-heart.glb,VH_F_right_ventricle
42,CL_0002131_Ventricular_Cardiomycoyte_00042,CL_0002131,0.0570964,0.413936,-0.0189245,Ventricular Cardiomycoyte,18375.859,0.45175152904905563,250,190,190,255,VH_F_right_ventricle,VH_F_right_ventricle,sphere,https://apps.humanatlas.io/api/v1/mesh-3d-cell-population,https://cdn.humanatlas.io/hra-kg--staging/ref-organ/heart-female/v1.3/assets/3d-vh-f-heart.glb,VH_F_right_ventricle
43,CL_0002131_Ventricular_Cardiomycoyte_00043,CL_0002131,0.0194809,0.426146,-0.0527564,Ventricular Cardiomycoyte,18375.859,0.45175152904905563,250,190,190,255,VH_F_right_ventricle,VH_F_right_ventricle,sphere,https://apps.humanatlas.io/api/v1/mesh-3d-cell-population,https://cdn.humanatlas.io/hra-kg--staging/ref-organ/heart-female/v1.3/assets/3d-vh-f-heart.glb,VH_F_right_ventricle
44,CL_0002131_Ventricular_Cardiomycoyte_00044,CL_0002131,0.0272883,0.470414,-0.0440253,Ventricular Cardiomycoyte,18375.859,0.45175152904905563,250,190,190,255,VH_F_right_ventricle,VH_F_right_ventricle,sphere,https://apps.humanatlas.io/api/v1/mesh-3d-cell-population,https://cdn.humanatlas.io/hra-kg--staging/ref-organ/heart-female/v1.3/assets/3d-vh-f-heart.glb,VH_F_right_ventricle
45,CL_0002131_Ventricular_Cardiomycoyte_00045,CL_0002131,0.0638133,0.441042,-0.0149335,Ventricular Cardiomycoyte,18375.859,0.45175152904905563,250,190,190,255,VH_F_right_ventricle,VH_F_right_ventricle,sphere,https://apps.humanatlas.io/api/v1/mesh-3d-cell-population,https://cdn.humanatlas.io/hra-kg--staging/ref-organ/heart-female/v1.3/assets/3d-vh-f-heart.glb,VH_F_right_ventricle
46,CL_0002131_Ventricular_Cardiomycoyte_00046,CL_0002131,0.0362796,0.481508,-0.0412095,Ventricular Cardiomycoyte,18375.859,0.45175152904905563,250,190,190,255,VH_F_right_ventricle,VH_F_right_ventricle,sphere,https://apps.humanatlas.io/api/v1/mesh-3d-cell-population,https://cdn.humanatlas.io/hra-kg--staging/ref-organ/heart-female/v1.3/assets/3d-vh-f-heart.glb,VH_F_right_ventricle
47,CL_0002131_Ventricular_Cardiomycoyte_00047,CL_0002131,0.0110574,0.478413,-0.0398709,Ventricular Cardiomycoyte,18375.859,0.45175152904905563,250,190,190,255,VH_F_right_ventricle,VH_F_right_ventricle,sphere,https://apps.humanatlas.io/api/v1/mesh-3d-cell-population,https://cdn.humanatlas.io/hra-kg--staging/ref-organ/heart-female/v1.3/assets/3d-vh-f-heart.glb,VH_F_right_ventricle
48,CL_0002131_Ventricular_Cardiomycoyte_00048,CL_0002131,0.0506235,0.441131,-0.0262653,Ventricular Cardiomycoyte,18375.859,0.45175152904905563,250,190,190,255,VH_F_right_ventricle,VH_F_right_ventricle,sphere,https://apps.humanatlas.io/api/v1/mesh-3d-cell-population,https://cdn.humanatlas.io/hra-kg--staging/ref-organ/heart-female/v1.3/assets/3d-vh-f-heart.glb,VH_F_right_ventricle
49,CL_0002131_Ventricular_Cardiomycoyte_00049,CL_0002131,0.0336417,0.422582,-0.035632,Ventricular Cardiomycoyte,18375.859,0.45175152904905563,250,190,190,255,VH_F_right_ventricle,VH_F_right_ventricle,sphere,https://apps.humanatlas.io/api/v1/mesh-3d-cell-population,https://cdn.humanatlas.io/hra-kg--staging/ref-organ/heart-female/v1.3/assets/3d-vh-f-heart.glb,VH_F_right_ventricle
50,CL_0002131_Ventricular_Cardiomycoyte_00050,CL_0002131,0.0110223,0.472944,-0.0299146,Ventricular Cardiomycoyte,18375.859,0.45175152904905563,250,190,190,255,VH_F_right_ventricle,VH_F_right_ventricle,sphere,https://apps.humanatlas.io/api/v1/mesh-3d-cell-population,https://cdn.humanatlas.io/hra-kg--staging/ref-organ/heart-female/v1.3/assets/3d-vh-f-heart.glb,VH_F_right_ventricle
51,CL_0002131_Ventricular_Cardiomycoyte_00051,CL_0002131,0.0210063,0.404703,-0.0401216,Ventricular Cardiomycoyte,18375.859,0.45175152904905563,250,190,190,255,VH_F_right_ventricle,VH_F_right_ventricle,sphere,https://apps.humanatlas.io/api/v1/mesh-3d-cell-population,https://cdn.humanatlas.io/hra-kg--staging/ref-organ/heart-female/v1.3/assets/3d-vh-f-heart.glb,VH_F_right_ventricle
52,CL_0002131_Ventricular_Cardiomycoyte_00052,CL_0002131,0.0240319,0.460756,-0.0127553,Ventricular Cardiomycoyte,18375.859,0.45175152904905563,250,190,190,255,VH_F_right_ventricle,VH_F_right_ventricle,sphere,https://apps.humanatlas.io/api/v1/mesh-3d-cell-population,https://cdn.humanatlas.io/hra-kg--staging/ref-organ/heart-female/v1.3/assets/3d-vh-f-heart.glb,VH_F_right_ventricle
53,CL_0002131_Ventricular_Cardiomycoyte_00053,CL_0002131,0.0337714,0.428183,-0.0362176,Ventricular Cardiomycoyte,18375.859,0.45175152904905563,250,190,190,255,VH_F_right_ventricle,VH_F_right_ventricle,sphere,https://apps.humanatlas.io/api/v1/mesh-3d-cell-population,https://cdn.humanatlas.io/hra-kg--staging/ref-organ/heart-female/v1.3/assets/3d-vh-f-heart.glb,VH_F_right_ventricle
54,CL_0002131_Ventricular_Cardiomycoyte_00054,CL_0002131,0.0464929,0.455048,-0.0292037,Ventricular Cardiomycoyte,18375.859,0.45175152904905563,250,190,190,255,VH_F_right_ventricle,VH_F_right_ventricle,sphere,https://apps.humanatlas.io/api/v1/mesh-3d-cell-population,https://cdn.humanatlas.io/hra-kg--staging/ref-organ/heart-female/v1.3/assets/3d-vh-f-heart.glb,VH_F_right_ventricle
55,CL_0002131_Ventricular_Cardiomycoyte_00055,CL_0002131,0.0619076,0.413298,-0.0269141,Ventricular Cardiomycoyte,18375.859,0.45175152904905563,250,190,190,255,VH_F_right_ventricle,VH_F_right_ventricle,sphere,https://apps.humanatlas.io/api/v1/mesh-3d-cell-population,https://cdn.humanatlas.io/hra-kg--staging/ref-organ/heart-female/v1.3/assets/3d-vh-f-heart.glb,VH_F_right_ventricle
56,CL_0002131_Ventricular_Cardiomycoyte_00056,CL_0002131,0.0377729,0.39982,-0.0449772,Ventricular Cardiomycoyte,18375.859,0.45175152904905563,250,190,190,255,VH_F_right_ventricle,VH_F_right_ventricle,sphere,https://apps.humanatlas.io/api/v1/mesh-3d-cell-population,https://cdn.humanatlas.io/hra-kg--staging/ref-organ/heart-female/v1.3/assets/3d-vh-f-heart.glb,VH_F_right_ventricle
57,CL_0002131_Ventricular_Cardiomycoyte_00057,CL_0002131,0.0419109,0.449764,-0.030757,Ventricular Cardiomycoyte,18375.859,0.45175152904905563,250,190,190,255,VH_F_right_ventricle,VH_F_right_ventricle,sphere,https://apps.humanatlas.io/api/v1/mesh-3d-cell-population,https://cdn.humanatlas.io/hra-kg--staging/ref-organ/heart-female/v1.3/assets/3d-vh-f-heart.glb,VH_F_right_ventricle
58,CL_0002131_Ventricular_Cardiomycoyte_00058,CL_0002131,0.0336227,0.445756,-0.0117311,Ventricular Cardiomycoyte,18375.859,0.45175152904905563,250,190,190,255,VH_F_right_ventricle,VH_F_right_ventricle,sphere,https://apps.humanatlas.io/api/v1/mesh-3d-cell-population,https://cdn.humanatlas.io/hra-kg--staging/ref-organ/heart-female/v1.3/assets/3d-vh-f-heart.glb,VH_F_right_ventricle
59,CL_0002131_Ventricular_Cardiomycoyte_00059,CL_0002131,0.043755,0.396022,-0.0360373,Ventricular Cardiomycoyte,18375.859,0.45175152904905563,250,190,190,255,VH_F_right_ventricle,VH_F_right_ventricle,sphere,https://apps.humanatlas.io/api/v1/mesh-3d-cell-population,https://cdn.humanatlas.io/hra-kg--staging/ref-organ/heart-female/v1.3/assets/3d-vh-f-heart.glb,VH_F_right_ventricle
60,CL_0002131_Ventricular_Cardiomycoyte_00060,CL_0002131,0.0138855,0.447002,-0.0192343,Ventricular Cardiomycoyte,18375.859,0.45175152904905563,250,190,190,255,VH_F_right_ventricle,VH_F_right_ventricle,sphere,https://apps.humanatlas.io/api/v1/mesh-3d-cell-population,https://cdn.humanatlas.io/hra-kg--staging/ref-organ/heart-female/v1.3/assets/3d-vh-f-heart.glb,VH_F_right_ventricle
61,CL_0002131_Ventricular_Cardiomycoyte_00061,CL_0002131,0.0361152,0.464167,-0.0164909,Ventricular Cardiomycoyte,18375.859,0.45175152904905563,250,190,190,255,VH_F_right_ventricle,VH_F_right_ventricle,sphere,https://apps.humanatlas.io/api/v1/mesh-3d-cell-population,https://cdn.humanatlas.io/hra-kg--staging/ref-organ/heart-female/v1.3/assets/3d-vh-f-heart.glb,VH_F_right_ventricle
62,CL_0002131_Ventricular_Cardiomycoyte_00062,CL_0002131,0.0280423,0.424829,-0.0110757,Ventricular Cardiomycoyte,18375.859,0.45175152904905563,250,190,190,255,VH_F_right_ventricle,VH_F_right_ventricle,sphere,https://apps.humanatlas.io/api/v1/mesh-3d-cell-population,https://cdn.humanatlas.io/hra-kg--staging/ref-organ/heart-female/v1.3/assets/3d-vh-f-heart.glb,VH_F_right_ventricle
