index,as_label,cell_type,cell_id,organ_percentage,cell_count,x,y,z,hex_color,marker_shape
22,right cardiac atrium,fibroblast,CL:0000057,10.9593,145614,-0.0185115,0.520898,0.0250964,#70A5A8,sphere
23,right cardiac atrium,fibroblast,CL:0000057,10.9593,145614,-0.0228223,0.505474,0.0339039,#70A5A8,sphere
24,right cardiac atrium,fibroblast,CL:0000057,10.9593,145614,-0.0121633,0.501926,0.0236627,#70A5A8,sphere
25,right cardiac atrium,fibroblast,CL:0000057,10.9593,145614,-0.0386287,0.45216,0.050968,#70A5A8,sphere
26,right cardiac atrium,fibroblast,CL:0000057,10.9593,145614,-0.0144459,0.43603,0.0430482,#70A5A8,sphere
27,right cardiac atrium,fibroblast,CL:0000057,10.9593,145614,0.00140844,0.46527,0.0173322,#70A5A8,sphere
28,right cardiac atrium,fibroblast,CL:0000057,10.9593,145614,-0.00983099,0.474207,0.00396953,#70A5A8,sphere
29,right cardiac atrium,fibroblast,CL:0000057,10.9593,145614,-0.0247989,0.447142,0.0263074,#70A5A8,sphere
30,right cardiac atrium,fibroblast,CL:0000057,10.9593,145614,-0.0427648,0.470089,0.0401774,#70A5A8,sphere
31,right cardiac atrium,fibroblast,CL:0000057,10.9593,145614,-0.00687208,0.500466,0.0409887,#70A5A8,sphere
32,right cardiac atrium,fibroblast,CL:0000057,10.9593,145614,-0.0126547,0.435025,0.0423281,#70A5A8,sphere
33,right cardiac atrium,fibroblast,CL:0000057,10.9593,145614,-0.0174735,0.43695,0.0459291,#70A5A8,sphere
34,right cardiac atrium,fibroblast,CL:0000057,10.9593,145614,-0.0275584,0.438757,0.0479575,#70A5A8,sphere
35,right cardiac atrium,fibroblast,CL:0000057,10.9593,145614,-0.0146601,0.508247,0.014637,#70A5A8,sphere
36,right cardiac atrium,fibroblast,CL:0000057,10.9593,145614,-0.0168788,0.479647,0.0588655,#70A5A8,sphere
37,right cardiac atrium,fibroblast,CL:0000057,10.9593,145614,-0.0368849,0.457888,0.0250909,#70A5A8,sphere
38,right cardiac atrium,fibroblast,CL:0000057,10.9593,145614,-0.0318337,0.456611,0.0252883,#70A5A8,sphere
39,right cardiac atrium,fibroblast,CL:0000057,10.9593,145614,-0.0140028,0.499424,0.0107355,#70A5A8,sphere
40,right cardiac atrium,fibroblast,CL:0000057,10.9593,145614,-0.0245029,0.485502,0.0081755,#70A5A8,sphere
41,right cardiac atrium,fibroblast,CL:0000057,10.9593,145614,-0.038152,0.471694,0.0286967,#70A5A8,sphere
42,right cardiac atrium,fibroblast,CL:0000057,10.9593,145614,-0.00589629,0.488085,0.044991,#70A5A8,sphere
43,right cardiac atrium,fibroblast,CL:0000057,10.9593,145614,-0.0262342,0.471046,0.0624592,#70A5A8,sphere
44,right cardiac atrium,fibroblast,CL:0000057,10.9593,145614,-0.0328115,0.467354,0.0164072,#70A5A8,sphere
45,right cardiac atrium,fibroblast,CL:0000057,10.9593,145614,-0.0226468,0.475598,0.0068496,#70A5A8,sphere
46,right cardiac atrium,fibroblast,CL:0000057,10.9593,145614,0.00425305,0.467756,0.0218097,#70A5A8,sphere
47,right cardiac atrium,fibroblast,CL:0000057,10.9593,145614,-0.0259469,0.449073,0.0541503,#70A5A8,sphere
48,right cardiac atrium,fibroblast,CL:0000057,10.9593,145614,-0.00768493,0.439615,0.0233998,#70A5A8,sphere
49,right cardiac atrium,fibroblast,CL:0000057,10.9593,145614,-0.0114444,0.437132,0.043831,#70A5A8,sphere
50,right cardiac atrium,fibroblast,CL:0000057,10.9593,145614,-0.0346001,0.498345,0.0273386,#70A5A8,sphere
51,right cardiac atrium,fibroblast,CL:0000057,10.9593,145614,-0.02421,0.468115,0.059992,#70A5A8,sphere
52,right cardiac atrium,fibroblast,CL:0000057,10.9593,145614,0.00123538,0.465036,0.015013,#70A5A8,sphere
53,right cardiac atrium,fibroblast,CL:0000057,10.9593,145614,-0.000126935,0.464325,0.0140951,#70A5A8,sphere
54,right cardiac atrium,fibroblast,CL:0000057,10.9593,145614,-0.0311819,0.504472,0.0262906,#70A5A8,sphere
55,right cardiac atrium,fibroblast,CL:0000057,10.9593,145614,-0.00984155,0.465156,0.0035271,#70A5A8,sphere
56,right cardiac atrium,fibroblast,CL:0000057,10.9593,145614,-0.0173803,0.506707,0.045637,#70A5A8,sphere
57,right cardiac atrium,fibroblast,CL:0000057,10.9593,145614,-0.0337152,0.474142,0.0597187,#70A5A8,sphere
58,right cardiac atrium,fibroblast,CL:0000057,10.9593,145614,-0.0361988,0.490405,0.0474467,#70A5A8,sphere
59,right cardiac atrium,fibroblast,CL:0000057,10.9593,145614,-0.00429382,0.438795,0.0341381,#70A5A8,sphere
60,right cardiac atrium,fibroblast,CL:0000057,10.9593,145614,-0.0386582,0.461431,0.034535,#70A5A8,sphere
61,right cardiac atrium,fibroblast,CL:0000057,10.9593,145614,-0.0161897,0.4783,0.00822825,#70A5A8,sphere
62,right cardiac atrium,fibroblast,CL:0000057,10.9593,145614,-0.0345667,0.483666,0.0228752,#70A5A8,sphere
63,right cardiac atrium,fibroblast,CL:0000057,10.9593,145614,-0.00952312,0.510022,0.0513385,#70A5A8,sphere
64,right cardiac atrium,fibroblast,CL:0000057,10.9593,145614,-0.00793021,0.49713,0.0548366,#70A5A8,sphere
65,right cardiac atrium,fibroblast,CL:0000057,10.9593,145614,-0.0208585,0.484575,0.00984244,#70A5A8,sphere
66,right cardiac atrium,fibroblast,CL:0000057,10.9593,145614,-0.0195106,0.508092,0.0373585,#70A5A8,sphere
67,right cardiac atrium,fibroblast,CL:0000057,10.9593,145614,-0.040207,0.481316,0.0445792,#70A5A8,sphere
68,right cardiac atrium,fibroblast,CL:0000057,10.9593,145614,-0.0405364,0.461234,0.0443199,#70A5A8,sphere
69,right cardiac atrium,fibroblast,CL:0000057,10.9593,145614,-0.00837092,0.501329,0.030487,#70A5A8,sphere
70,right cardiac atrium,fibroblast,CL:0000057,10.9593,145614,-0.0386631,0.470919,0.0253266,#70A5A8,sphere
71,right cardiac atrium,fibroblast,CL:0000057,10.9593,145614,-0.0227825,0.515159,0.0314429,#70A5A8,sphere
72,right cardiac atrium,fibroblast,CL:0000057,10.9593,145614,-0.0388743,0.459037,0.0297194,#70A5A8,sphere
73,right cardiac atrium,fibroblast,CL:0000057,10.9593,145614,-0.037003,0.492049,0.0296228,#70A5A8,sphere
74,right cardiac atrium,fibroblast,CL:0000057,10.9593,145614,-0.00710512,0.49614,0.0452726,#70A5A8,sphere
75,right cardiac atrium,fibroblast,CL:0000057,10.9593,145614,-0.0101193,0.51233,0.0451471,#70A5A8,sphere
76,right cardiac atrium,fibroblast,CL:0000057,10.9593,145614,-0.0198998,0.521866,0.0341517,#70A5A8,sphere
77,right cardiac atrium,fibroblast,CL:0000057,10.9593,145614,-0.025163,0.440402,0.037002,#70A5A8,sphere
78,right cardiac atrium,fibroblast,CL:0000057,10.9593,145614,-0.0337068,0.476715,0.0161174,#70A5A8,sphere
79,right cardiac atrium,fibroblast,CL:0000057,10.9593,145614,-0.0374336,0.475354,0.0560769,#70A5A8,sphere
80,right cardiac atrium,fibroblast,CL:0000057,10.9593,145614,-0.028554,0.506701,0.0388456,#70A5A8,sphere
81,right cardiac atrium,fibroblast,CL:0000057,10.9593,145614,-0.0225542,0.473395,0.060723,#70A5A8,sphere
82,right cardiac atrium,fibroblast,CL:0000057,10.9593,145614,-0.0362745,0.450692,0.0403776,#70A5A8,sphere
83,right cardiac atrium,fibroblast,CL:0000057,10.9593,145614,-0.00481979,0.442767,0.0167369,#70A5A8,sphere
84,right cardiac atrium,fibroblast,CL:0000057,10.9593,145614,-0.0257579,0.509554,0.0406204,#70A5A8,sphere
85,right cardiac atrium,fibroblast,CL:0000057,10.9593,145614,-0.0394522,0.465528,0.0537879,#70A5A8,sphere
86,right cardiac atrium,fibroblast,CL:0000057,10.9593,145614,-0.0293171,0.478453,0.0102289,#70A5A8,sphere
87,right cardiac atrium,fibroblast,CL:0000057,10.9593,145614,0.00342895,0.469498,0.0199358,#70A5A8,sphere
88,right cardiac atrium,fibroblast,CL:0000057,10.9593,145614,-0.00825778,0.435046,0.0379475,#70A5A8,sphere
89,right cardiac atrium,fibroblast,CL:0000057,10.9593,145614,-0.00401433,0.492306,0.0314344,#70A5A8,sphere
90,right cardiac atrium,fibroblast,CL:0000057,10.9593,145614,-0.0272719,0.478886,0.0570621,#70A5A8,sphere
91,right cardiac atrium,fibroblast,CL:0000057,10.9593,145614,-0.0286467,0.459996,0.063406,#70A5A8,sphere
92,right cardiac atrium,fibroblast,CL:0000057,10.9593,145614,-0.0244846,0.498115,0.0316812,#70A5A8,sphere
93,right cardiac atrium,aCM3,CL:0002129,0.3845,3346,-0.0114261,0.497489,0.0116467,#F9CE8D,sphere
94,right cardiac atrium,aCM3,CL:0002129,0.3845,3346,-0.0128915,0.506343,0.0185236,#F9CE8D,sphere
95,right cardiac atrium,aCM3,CL:0002129,0.3845,3346,-0.0133661,0.51289,0.0174673,#F9CE8D,sphere
96,right cardiac atrium,aCM3,CL:0002129,0.3845,3346,-0.0344342,0.493249,0.0334053,#F9CE8D,sphere
97,right cardiac atrium,aCM3,CL:0002129,0.3845,3346,-0.0305045,0.469124,0.0121805,#F9CE8D,sphere
98,right cardiac atrium,aCM3,CL:0002129,0.3845,3346,-0.0151124,0.434298,0.0378464,#F9CE8D,sphere
99,right cardiac atrium,aCM3,CL:0002129,0.3845,3346,-0.0293516,0.457861,0.0639758,#F9CE8D,sphere
100,right cardiac atrium,aCM3,CL:0002129,0.3845,3346,-0.018777,0.461347,0.00391027,#F9CE8D,sphere
101,right cardiac atrium,aCM3,CL:0002129,0.3845,3346,-0.00285393,0.43982,0.0301754,#F9CE8D,sphere
102,right cardiac atrium,aCM3,CL:0002129,0.3845,3346,-0.00752276,0.499238,0.0384092,#F9CE8D,sphere
103,right cardiac atrium,aCM3,CL:0002129,0.3845,3346,-0.0409372,0.479131,0.0305237,#F9CE8D,sphere
104,right cardiac atrium,aCM3,CL:0002129,0.3845,3346,-0.0127893,0.512101,0.0435224,#F9CE8D,sphere
105,right cardiac atrium,aCM3,CL:0002129,0.3845,3346,-0.0184009,0.440806,0.0265017,#F9CE8D,sphere
106,right cardiac atrium,aCM3,CL:0002129,0.3845,3346,-0.0338193,0.477225,0.0167733,#F9CE8D,sphere
107,right cardiac atrium,aCM3,CL:0002129,0.3845,3346,-0.0359211,0.450979,0.0524665,#F9CE8D,sphere
108,right cardiac atrium,aCM3,CL:0002129,0.3845,3346,-0.014281,0.51505,0.0160277,#F9CE8D,sphere
109,right cardiac atrium,aCM3,CL:0002129,0.3845,3346,-0.0143884,0.49774,0.057353,#F9CE8D,sphere
110,right cardiac atrium,aCM3,CL:0002129,0.3845,3346,-0.0316361,0.475799,0.015279,#F9CE8D,sphere
111,right cardiac atrium,aCM3,CL:0002129,0.3845,3346,-0.0051729,0.43627,0.035007,#F9CE8D,sphere
112,right cardiac atrium,aCM3,CL:0002129,0.3845,3346,0.00460183,0.463015,0.0238601,#F9CE8D,sphere
113,right cardiac atrium,aCM3,CL:0002129,0.3845,3346,-0.0340247,0.49733,0.0296397,#F9CE8D,sphere
114,right cardiac atrium,aCM3,CL:0002129,0.3845,3346,-0.0316056,0.445992,0.0344924,#F9CE8D,sphere
115,right cardiac atrium,aCM3,CL:0002129,0.3845,3346,0.000896153,0.486868,0.0242299,#F9CE8D,sphere
116,right cardiac atrium,aCM3,CL:0002129,0.3845,3346,0.00397638,0.459004,0.0188255,#F9CE8D,sphere
117,right cardiac atrium,aCM3,CL:0002129,0.3845,3346,-0.0211558,0.477835,0.0596605,#F9CE8D,sphere
118,right cardiac atrium,aCM3,CL:0002129,0.3845,3346,-0.0179642,0.525029,0.0326943,#F9CE8D,sphere
119,right cardiac atrium,aCM3,CL:0002129,0.3845,3346,-0.0230471,0.447761,0.0564011,#F9CE8D,sphere
120,right cardiac atrium,aCM3,CL:0002129,0.3845,3346,-0.0124142,0.511248,0.0445631,#F9CE8D,sphere
121,right cardiac atrium,aCM3,CL:0002129,0.3845,3346,-0.0212958,0.444505,0.0557113,#F9CE8D,sphere
122,right cardiac atrium,aCM3,CL:0002129,0.3845,3346,-0.0281175,0.506326,0.0398566,#F9CE8D,sphere
123,right cardiac atrium,aCM3,CL:0002129,0.3845,3346,-0.0172222,0.524915,0.0239654,#F9CE8D,sphere
124,right cardiac atrium,aCM3,CL:0002129,0.3845,3346,-0.0274074,0.445408,0.0279253,#F9CE8D,sphere
125,right cardiac atrium,aCM3,CL:0002129,0.3845,3346,0.00486891,0.46124,0.0222488,#F9CE8D,sphere
126,right cardiac atrium,aCM3,CL:0002129,0.3845,3346,-0.0183088,0.505234,0.0518777,#F9CE8D,sphere
127,right cardiac atrium,aCM3,CL:0002129,0.3845,3346,0.00638341,0.461099,0.0220336,#F9CE8D,sphere
128,right cardiac atrium,aCM3,CL:0002129,0.3845,3346,-0.0360419,0.460197,0.0259124,#F9CE8D,sphere
129,right cardiac atrium,aCM3,CL:0002129,0.3845,3346,-0.0332364,0.45617,0.0219243,#F9CE8D,sphere
130,right cardiac atrium,aCM3,CL:0002129,0.3845,3346,-0.0310449,0.440119,0.0461351,#F9CE8D,sphere
131,right cardiac atrium,endocardial cell,CL:0002350,0.4959,6758,-0.0223753,0.478842,0.0608059,#8DC599,sphere
132,right cardiac atrium,endocardial cell,CL:0002350,0.4959,6758,0.00761173,0.462185,0.0267371,#8DC599,sphere
133,right cardiac atrium,endocardial cell,CL:0002350,0.4959,6758,-0.0195719,0.515487,0.0319864,#8DC599,sphere
134,right cardiac atrium,endocardial cell,CL:0002350,0.4959,6758,-0.025312,0.469755,0.0599263,#8DC599,sphere
135,right cardiac atrium,endocardial cell,CL:0002350,0.4959,6758,-0.0320751,0.492495,0.0300938,#8DC599,sphere
136,right cardiac atrium,endocardial cell,CL:0002350,0.4959,6758,-0.0213798,0.482937,0.063044,#8DC599,sphere
137,right cardiac atrium,endocardial cell,CL:0002350,0.4959,6758,-0.0317829,0.499553,0.0278379,#8DC599,sphere
138,right cardiac atrium,endocardial cell,CL:0002350,0.4959,6758,0.00235017,0.473553,0.0198258,#8DC599,sphere
139,right cardiac atrium,endocardial cell,CL:0002350,0.4959,6758,-0.02054,0.440013,0.054466,#8DC599,sphere
140,right cardiac atrium,endocardial cell,CL:0002350,0.4959,6758,-0.0254476,0.476409,0.0620346,#8DC599,sphere
141,right cardiac atrium,endocardial cell,CL:0002350,0.4959,6758,-0.0354538,0.470833,0.0210419,#8DC599,sphere
142,right cardiac atrium,endocardial cell,CL:0002350,0.4959,6758,-0.0206978,0.506894,0.0305435,#8DC599,sphere
143,right cardiac atrium,endocardial cell,CL:0002350,0.4959,6758,-0.00183827,0.452216,0.0120664,#8DC599,sphere
144,right cardiac atrium,endocardial cell,CL:0002350,0.4959,6758,-0.0221923,0.436279,0.0417396,#8DC599,sphere
145,right cardiac atrium,endocardial cell,CL:0002350,0.4959,6758,-0.0343799,0.4973,0.0342483,#8DC599,sphere
146,right cardiac atrium,endocardial cell,CL:0002350,0.4959,6758,-0.0177895,0.437724,0.0326802,#8DC599,sphere
147,right cardiac atrium,endocardial cell,CL:0002350,0.4959,6758,-0.0117858,0.480843,0.0063285,#8DC599,sphere
148,right cardiac atrium,endocardial cell,CL:0002350,0.4959,6758,-0.0162521,0.496673,0.0088701,#8DC599,sphere
149,right cardiac atrium,pericyte,CL:0000669,41.8741,559446,-0.0168579,0.470423,0.0059146,#70A5A8,sphere
150,right cardiac atrium,pericyte,CL:0000669,41.8741,559446,-0.0064575,0.509879,0.0480317,#70A5A8,sphere
151,right cardiac atrium,pericyte,CL:0000669,41.8741,559446,0.00467783,0.467886,0.0212239,#70A5A8,sphere
152,right cardiac atrium,pericyte,CL:0000669,41.8741,559446,-0.0180328,0.518546,0.0358838,#70A5A8,sphere
153,right cardiac atrium,pericyte,CL:0000669,41.8741,559446,-0.0140972,0.476002,0.004091,#70A5A8,sphere
154,right cardiac atrium,pericyte,CL:0000669,41.8741,559446,-0.00869715,0.498488,0.0210707,#70A5A8,sphere
155,right cardiac atrium,pericyte,CL:0000669,41.8741,559446,-0.0410376,0.459416,0.0505454,#70A5A8,sphere
156,right cardiac atrium,pericyte,CL:0000669,41.8741,559446,-0.033182,0.492812,0.0181965,#70A5A8,sphere
157,right cardiac atrium,pericyte,CL:0000669,41.8741,559446,-0.00764303,0.490779,0.0489278,#70A5A8,sphere
158,right cardiac atrium,pericyte,CL:0000669,41.8741,559446,-0.0292642,0.507284,0.0301941,#70A5A8,sphere
159,right cardiac atrium,pericyte,CL:0000669,41.8741,559446,-0.0402783,0.457969,0.0474192,#70A5A8,sphere
160,right cardiac atrium,pericyte,CL:0000669,41.8741,559446,-0.0130228,0.499744,0.0274849,#70A5A8,sphere
161,right cardiac atrium,pericyte,CL:0000669,41.8741,559446,-0.0153778,0.436688,0.0482386,#70A5A8,sphere
162,right cardiac atrium,pericyte,CL:0000669,41.8741,559446,-0.0359352,0.492939,0.0447953,#70A5A8,sphere
163,right cardiac atrium,pericyte,CL:0000669,41.8741,559446,-0.017693,0.518544,0.036409,#70A5A8,sphere
164,right cardiac atrium,pericyte,CL:0000669,41.8741,559446,-0.0241848,0.491542,0.0551314,#70A5A8,sphere
165,right cardiac atrium,pericyte,CL:0000669,41.8741,559446,-0.0352378,0.485849,0.053223,#70A5A8,sphere
166,right cardiac atrium,pericyte,CL:0000669,41.8741,559446,-0.0285109,0.446116,0.0313767,#70A5A8,sphere
167,right cardiac atrium,pericyte,CL:0000669,41.8741,559446,-0.0357391,0.480975,0.0539238,#70A5A8,sphere
168,right cardiac atrium,pericyte,CL:0000669,41.8741,559446,-0.0339985,0.448102,0.0421226,#70A5A8,sphere
169,right cardiac atrium,vascular associated smooth muscle cell,CL:0000359,1.3256,17078,-0.0307414,0.492081,0.0530396,#F9CE8D,sphere
170,right cardiac atrium,vascular associated smooth muscle cell,CL:0000359,1.3256,17078,0.00600539,0.454814,0.0245525,#F9CE8D,sphere
171,right cardiac atrium,vascular associated smooth muscle cell,CL:0000359,1.3256,17078,-0.0426208,0.469442,0.0475556,#F9CE8D,sphere
172,right cardiac atrium,vascular associated smooth muscle cell,CL:0000359,1.3256,17078,-0.0291777,0.462713,0.0136957,#F9CE8D,sphere
173,right cardiac atrium,vascular associated smooth muscle cell,CL:0000359,1.3256,17078,-0.0422019,0.464234,0.0375835,#F9CE8D,sphere
174,right cardiac atrium,vascular associated smooth muscle cell,CL:0000359,1.3256,17078,-0.0320394,0.501566,0.0277047,#F9CE8D,sphere
175,right cardiac atrium,vascular associated smooth muscle cell,CL:0000359,1.3256,17078,-0.0242316,0.508026,0.030153,#F9CE8D,sphere
176,right cardiac atrium,vascular associated smooth muscle cell,CL:0000359,1.3256,17078,0.00113067,0.469491,0.0153676,#F9CE8D,sphere
177,right cardiac atrium,vascular associated smooth muscle cell,CL:0000359,1.3256,17078,-0.0127449,0.504205,0.023221,#F9CE8D,sphere
178,right cardiac atrium,vascular associated smooth muscle cell,CL:0000359,1.3256,17078,-0.0314703,0.461838,0.0178625,#F9CE8D,sphere
179,right cardiac atrium,vascular associated smooth muscle cell,CL:0000359,1.3256,17078,0.000436242,0.484019,0.0234301,#F9CE8D,sphere
180,right cardiac atrium,vascular associated smooth muscle cell,CL:0000359,1.3256,17078,-0.0188122,0.437669,0.0369502,#F9CE8D,sphere
181,right cardiac atrium,macrophage,CL:0000235,3.6227,49697,-0.0099478,0.435249,0.0415204,#E97B74,sphere
182,right cardiac atrium,macrophage,CL:0000235,3.6227,49697,-0.0187869,0.504157,0.0336585,#E97B74,sphere
183,right cardiac atrium,macrophage,CL:0000235,3.6227,49697,-0.0371119,0.482864,0.0538113,#E97B74,sphere
184,right cardiac atrium,macrophage,CL:0000235,3.6227,49697,0.00628123,0.461244,0.021748,#E97B74,sphere
185,right cardiac atrium,macrophage,CL:0000235,3.6227,49697,-0.0303841,0.440624,0.0507046,#E97B74,sphere
186,right cardiac atrium,macrophage,CL:0000235,3.6227,49697,-0.0220312,0.483867,0.00738954,#E97B74,sphere
187,right cardiac atrium,macrophage,CL:0000235,3.6227,49697,0.000579312,0.48606,0.0309433,#E97B74,sphere
188,right cardiac atrium,macrophage,CL:0000235,3.6227,49697,-0.0403372,0.467675,0.0309922,#E97B74,sphere
189,right cardiac atrium,macrophage,CL:0000235,3.6227,49697,-0.0259693,0.487103,0.0093315,#E97B74,sphere
190,right cardiac atrium,macrophage,CL:0000235,3.6227,49697,-0.0244687,0.470513,0.0608117,#E97B74,sphere
191,right cardiac atrium,macrophage,CL:0000235,3.6227,49697,-0.0313536,0.502213,0.0226012,#E97B74,sphere
192,right cardiac atrium,macrophage,CL:0000235,3.6227,49697,-0.0170939,0.507164,0.043085,#E97B74,sphere
193,right cardiac atrium,macrophage,CL:0000235,3.6227,49697,-0.0372427,0.486861,0.0257934,#E97B74,sphere
194,right cardiac atrium,macrophage,CL:0000235,3.6227,49697,-0.0256689,0.473058,0.0101893,#E97B74,sphere
195,right cardiac atrium,macrophage,CL:0000235,3.6227,49697,-0.0329883,0.444731,0.0390573,#E97B74,sphere
196,right cardiac atrium,macrophage,CL:0000235,3.6227,49697,-0.0325141,0.481286,0.0581192,#E97B74,sphere
197,right cardiac atrium,macrophage,CL:0000235,3.6227,49697,-0.0123462,0.479004,0.0553098,#E97B74,sphere
198,right cardiac atrium,macrophage,CL:0000235,3.6227,49697,-0.0170746,0.517375,0.0192342,#E97B74,sphere
199,right cardiac atrium,macrophage,CL:0000235,3.6227,49697,0.00417633,0.454861,0.0242159,#E97B74,sphere
200,right cardiac atrium,macrophage,CL:0000235,3.6227,49697,-0.027792,0.496021,0.0513979,#E97B74,sphere
201,right cardiac atrium,vein endothelial cell,CL:0002543,0.9411,12658,-0.025916,0.445465,0.0267828,#8DC599,sphere
202,right cardiac atrium,vein endothelial cell,CL:0002543,0.9411,12658,-0.0270376,0.482273,0.0555337,#8DC599,sphere
203,right cardiac atrium,vein endothelial cell,CL:0002543,0.9411,12658,-0.0166688,0.518091,0.0324603,#8DC599,sphere
204,right cardiac atrium,vein endothelial cell,CL:0002543,0.9411,12658,-0.0304865,0.471079,0.0157724,#8DC599,sphere
205,right cardiac atrium,vein endothelial cell,CL:0002543,0.9411,12658,-0.0193457,0.435423,0.0482193,#8DC599,sphere
206,right cardiac atrium,vein endothelial cell,CL:0002543,0.9411,12658,0.00519438,0.478637,0.0257535,#8DC599,sphere
207,right cardiac atrium,vein endothelial cell,CL:0002543,0.9411,12658,0.00679658,0.459162,0.0205342,#8DC599,sphere
208,right cardiac atrium,vein endothelial cell,CL:0002543,0.9411,12658,-0.00259716,0.489994,0.0360155,#8DC599,sphere
209,right cardiac atrium,vein endothelial cell,CL:0002543,0.9411,12658,-0.0199807,0.462283,0.00567684,#8DC599,sphere
210,right cardiac atrium,vein endothelial cell,CL:0002543,0.9411,12658,-0.00564279,0.469351,0.00590192,#8DC599,sphere
211,right cardiac atrium,vein endothelial cell,CL:0002543,0.9411,12658,-0.00292066,0.492326,0.0297175,#8DC599,sphere
212,right cardiac atrium,vein endothelial cell,CL:0002543,0.9411,12658,-0.0104851,0.504211,0.0284297,#8DC599,sphere
213,right cardiac atrium,vein endothelial cell,CL:0002543,0.9411,12658,-0.0190792,0.491316,0.00949839,#8DC599,sphere
214,right cardiac atrium,vein endothelial cell,CL:0002543,0.9411,12658,-0.00557112,0.485752,0.0119638,#8DC599,sphere
215,right cardiac atrium,vein endothelial cell,CL:0002543,0.9411,12658,-0.0417318,0.475182,0.0323662,#8DC599,sphere
216,right cardiac atrium,capillary endothelial cell,CL:0002144,16.7577,227516,-0.0227507,0.435562,0.0517467,#8DC599,sphere
217,right cardiac atrium,capillary endothelial cell,CL:0002144,16.7577,227516,0.00448992,0.461145,0.0217242,#8DC599,sphere
218,right cardiac atrium,capillary endothelial cell,CL:0002144,16.7577,227516,-0.0325903,0.500792,0.0405086,#8DC599,sphere
219,right cardiac atrium,capillary endothelial cell,CL:0002144,16.7577,227516,-0.0275802,0.499568,0.0321783,#8DC599,sphere
220,right cardiac atrium,capillary endothelial cell,CL:0002144,16.7577,227516,-0.012834,0.438915,0.0439367,#8DC599,sphere
221,right cardiac atrium,capillary endothelial cell,CL:0002144,16.7577,227516,-0.030933,0.460073,0.014599,#8DC599,sphere
222,right cardiac atrium,capillary endothelial cell,CL:0002144,16.7577,227516,-0.0240402,0.510335,0.0309506,#8DC599,sphere
223,right cardiac atrium,capillary endothelial cell,CL:0002144,16.7577,227516,-0.02662,0.479969,0.063943,#8DC599,sphere
224,right cardiac atrium,capillary endothelial cell,CL:0002144,16.7577,227516,-0.0112543,0.494457,0.0539952,#8DC599,sphere
225,right cardiac atrium,capillary endothelial cell,CL:0002144,16.7577,227516,-0.0155506,0.438196,0.0474461,#8DC599,sphere
226,right cardiac atrium,capillary endothelial cell,CL:0002144,16.7577,227516,0.00109487,0.445531,0.0278661,#8DC599,sphere
